Price,Mileage,Make,Model,Trim,Type,Cylinder,Liter,Doors,Cruise,Sound,Leather
17314.1031289016,8221,Buick,Century,Sedan 4D,Sedan,6,3.1,4,1,1,1
17542.0360832793,9135,Buick,Century,Sedan 4D,Sedan,6,3.1,4,1,1,0
16218.8478619377,13196,Buick,Century,Sedan 4D,Sedan,6,3.1,4,1,1,0
16336.9131400486,16342,Buick,Century,Sedan 4D,Sedan,6,3.1,4,1,0,0
16339.1703239255,19832,Buick,Century,Sedan 4D,Sedan,6,3.1,4,1,0,1
15709.0528210833,22236,Buick,Century,Sedan 4D,Sedan,6,3.1,4,1,1,0
15230.0033898479,22576,Buick,Century,Sedan 4D,Sedan,6,3.1,4,1,1,0
15048.042184116,22964,Buick,Century,Sedan 4D,Sedan,6,3.1,4,1,1,0
14862.0938695978,24021,Buick,Century,Sedan 4D,Sedan,6,3.1,4,1,0,1
15295.0182668788,27325,Buick,Century,Sedan 4D,Sedan,6,3.1,4,1,1,1
21335.852484891,10237,Buick,Lacrosse,CX Sedan 4D,Sedan,6,3.6,4,1,0,0
20538.0875102254,15066,Buick,Lacrosse,CX Sedan 4D,Sedan,6,3.6,4,1,1,0
20512.0940912389,16633,Buick,Lacrosse,CX Sedan 4D,Sedan,6,3.6,4,1,1,0
19924.159052404,19800,Buick,Lacrosse,CX Sedan 4D,Sedan,6,3.6,4,1,1,1
19774.2490660661,23359,Buick,Lacrosse,CX Sedan 4D,Sedan,6,3.6,4,1,1,1
19344.1655373569,23765,Buick,Lacrosse,CX Sedan 4D,Sedan,6,3.6,4,1,1,0
19105.1301244159,24008,Buick,Lacrosse,CX Sedan 4D,Sedan,6,3.6,4,1,0,0
18543.4270453653,26034,Buick,Lacrosse,CX Sedan 4D,Sedan,6,3.6,4,1,1,1
17808.1989960206,32896,Buick,Lacrosse,CX Sedan 4D,Sedan,6,3.6,4,1,1,0
17968.8382782646,34665,Buick,Lacrosse,CX Sedan 4D,Sedan,6,3.6,4,1,1,1
22358.8776781171,8970,Buick,Lacrosse,CXL Sedan 4D,Sedan,6,3.6,4,1,1,0
23785.9225263772,10577,Buick,Lacrosse,CXL Sedan 4D,Sedan,6,3.6,4,1,1,1
22926.0903712553,14363,Buick,Lacrosse,CXL Sedan 4D,Sedan,6,3.6,4,1,1,1
21895.7587842006,16508,Buick,Lacrosse,CXL Sedan 4D,Sedan,6,3.6,4,1,0,1
21273.0617139201,18908,Buick,Lacrosse,CXL Sedan 4D,Sedan,6,3.6,4,1,0,0
21460.0139528911,19467,Buick,Lacrosse,CXL Sedan 4D,Sedan,6,3.6,4,1,0,1
21183.1235874235,21394,Buick,Lacrosse,CXL Sedan 4D,Sedan,6,3.6,4,1,0,0
20406.0995028936,22596,Buick,Lacrosse,CXL Sedan 4D,Sedan,6,3.6,4,1,0,0
21058.1395799539,24469,Buick,Lacrosse,CXL Sedan 4D,Sedan,6,3.6,4,1,1,1
19556.8993202892,25245,Buick,Lacrosse,CXL Sedan 4D,Sedan,6,3.6,4,1,0,0
23447.6865610148,15755,Buick,Lacrosse,CXS Sedan 4D,Sedan,6,3.8,4,1,1,0
23547.2394428773,16235,Buick,Lacrosse,CXS Sedan 4D,Sedan,6,3.8,4,1,1,0
23016.0080086817,18147,Buick,Lacrosse,CXS Sedan 4D,Sedan,6,3.8,4,1,1,1
22230.0275025572,22102,Buick,Lacrosse,CXS Sedan 4D,Sedan,6,3.8,4,1,0,1
22625.0735660496,23612,Buick,Lacrosse,CXS Sedan 4D,Sedan,6,3.8,4,1,0,1
21799.1720968887,24439,Buick,Lacrosse,CXS Sedan 4D,Sedan,6,3.8,4,1,0,0
21341.2572070745,25212,Buick,Lacrosse,CXS Sedan 4D,Sedan,6,3.8,4,1,1,1
21683.0314635547,26779,Buick,Lacrosse,CXS Sedan 4D,Sedan,6,3.8,4,1,1,0
20986.0160174846,27096,Buick,Lacrosse,CXS Sedan 4D,Sedan,6,3.8,4,1,0,0
20902.1037943119,29649,Buick,Lacrosse,CXS Sedan 4D,Sedan,6,3.8,4,1,1,1
20698.077083173,2992,Buick,Lesabre,Custom Sedan 4D,Sedan,6,3.8,4,1,0,1
20099.25684484,10036,Buick,Lesabre,Custom Sedan 4D,Sedan,6,3.8,4,1,1,1
18145.1264890935,18339,Buick,Lesabre,Custom Sedan 4D,Sedan,6,3.8,4,1,1,0
17944.8569234593,19592,Buick,Lesabre,Custom Sedan 4D,Sedan,6,3.8,4,1,0,0
19027.8623054345,21797,Buick,Lesabre,Custom Sedan 4D,Sedan,6,3.8,4,1,0,1
18348.8985716945,23852,Buick,Lesabre,Custom Sedan 4D,Sedan,6,3.8,4,1,1,0
17750.8845746284,25040,Buick,Lesabre,Custom Sedan 4D,Sedan,6,3.8,4,1,1,0
17772.9696800412,25052,Buick,Lesabre,Custom Sedan 4D,Sedan,6,3.8,4,1,1,0
17394.0213978031,25464,Buick,Lesabre,Custom Sedan 4D,Sedan,6,3.8,4,1,1,0
17645.7450441435,27830,Buick,Lesabre,Custom Sedan 4D,Sedan,6,3.8,4,1,1,1
21908.3666246247,17353,Buick,Lesabre,Limited Sedan 4D,Sedan,6,3.8,4,1,0,0
21956.3426627084,17787,Buick,Lesabre,Limited Sedan 4D,Sedan,6,3.8,4,1,1,0
21646.1169235536,19562,Buick,Lesabre,Limited Sedan 4D,Sedan,6,3.8,4,1,1,1
21575.4568270006,20137,Buick,Lesabre,Limited Sedan 4D,Sedan,6,3.8,4,1,1,0
20952.2178015953,20158,Buick,Lesabre,Limited Sedan 4D,Sedan,6,3.8,4,1,1,0
21562.0475778626,23767,Buick,Lesabre,Limited Sedan 4D,Sedan,6,3.8,4,1,0,1
19981.1279114169,24323,Buick,Lesabre,Limited Sedan 4D,Sedan,6,3.8,4,1,1,0
19425.848616327,27839,Buick,Lesabre,Limited Sedan 4D,Sedan,6,3.8,4,1,1,0
19191.9896168454,29187,Buick,Lesabre,Limited Sedan 4D,Sedan,6,3.8,4,1,1,1
19641.7419023285,31324,Buick,Lesabre,Limited Sedan 4D,Sedan,6,3.8,4,1,1,1
25589.9831546314,2308,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,1,0
25098.6290571529,10014,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,1,0
23420.7069479383,18910,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,0,1
22661.0484850784,20105,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,0,0
23493.0822950037,20453,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,1,0
22435.2028189367,22287,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,1,1
21878.1199960255,23237,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,1,0
23077.5659102738,23798,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,0,1
21698.0147455068,25489,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,1,1
21831.8229163745,25564,Buick,Park Avenue,Sedan 4D,Sedan,6,3.8,4,1,1,1
26831.1940371618,4695,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,1,0
26060.3353495608,9795,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,1,0
26781.8146452916,12052,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,1,0
26302.0742843396,13050,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,1,0
26190.271467539,17335,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,0,1
25508.2109561095,17480,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,1,0
23348.0169540994,24027,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,0,1
23406.6898198106,25387,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,0,1
23159.5437816049,25869,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,0,0
21536.7417301751,37128,Buick,Park Avenue,Special Ed Ultra 4D,Sedan,6,3.8,4,1,1,1
51154.0472155256,2202,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,1,1
49248.1589666802,6685,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,0,1
46747.6732703394,15343,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,1,1
44130.6170551092,21341,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,0,1
44084.9142115635,21367,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,1,1
43892.4678804136,23371,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,0,1
44300.6399582244,23751,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,0,1
42677.6011170355,24052,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,0,1
43374.0524199581,25199,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,1,1
40619.0722701075,30082,Cadillac,CST-V,Sedan 4D,Sedan,8,5.7,4,1,1,1
33417.9650130136,6598,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1
30957.0807492764,10625,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1
31431.1303699804,11013,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1
30781.5156334759,14937,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1
30646.4377005909,17094,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1
30792.149028548,17870,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1
30392.7501583834,18449,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1
28817.081846577,21039,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,0,1
29275.2087136945,21056,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1
28040.1285291642,27484,Cadillac,CTS,Sedan 4D,Sedan,6,2.8,4,1,1,1
39801.5513542673,14095,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1
40335.7373136253,14743,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1
39307.0091649632,16041,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1
38600.2395609372,17138,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1
38445.8971686577,18661,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1
36077.7961212207,21966,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1
35866.5827089002,24415,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,1,1
35338.6536895564,25163,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1
36154.30354834,25339,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,1,1
34685.6629801958,25421,Cadillac,Deville,DHS Sedan 4D,Sedan,8,4.6,4,1,0,1
42820.3290225306,5499,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,0,1
41378.0480886471,8125,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,0,1
40856.3908954186,12791,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,1,1
41419.0372622102,14452,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,0,1
37510.2535700618,21593,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,0,1
37215.1693828106,22211,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,0,1
36332.8946850132,25153,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,0,1
36245.1582278249,26250,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,1,1
32954.1413357696,36074,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,0,1
32537.1867506849,41829,Cadillac,Deville,DTS Sedan 4D,Sedan,8,4.6,4,1,1,1
35715.7685557755,6447,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,0,1
35651.6800199489,10555,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,1,1
35129.3407710218,11975,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,1,1
35165.7593689444,13449,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,1,1
32501.2451886184,17508,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,0,1
33220.0284461651,18661,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,0,1
32509.4782883263,20910,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,0,1
31132.2134919243,23124,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,1,1
31181.7151590146,26222,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,0,1
31059.1810267505,27544,Cadillac,Deville,Sedan 4D,Sedan,8,4.6,4,1,1,1
42741.5236662022,2846,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,0,1
40966.607412216,7476,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,1,1
38795.379094999,13973,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,1,1
38297.4625362805,16754,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,0,1
37192.8963660869,19100,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,0,1
36210.1229959601,21778,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,0,1
36633.6338191184,22042,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,1,1
35895.4994099277,23056,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,1,1
34974.3780366418,25796,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,1,1
32038.3395625994,35326,Cadillac,STS-V6,Sedan 4D,Sedan,6,3.6,4,1,1,1
48310.3295448604,788,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,0,1
48365.9808965303,2616,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,1,1
45061.9519351521,13829,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,1,1
44205.8758848709,15104,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,0,1
42377.9554420775,18581,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,0,1
41671.5831400912,20575,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,0,1
41516.4298622847,23861,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,1,1
41053.4821681014,25717,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,1,1
38208.5010233112,31303,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,1,1
39072.3920526084,31587,Cadillac,STS-V8,Sedan 4D,Sedan,8,4.6,4,1,0,1
70755.4667165429,583,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1
68566.1871889452,6420,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1
69133.7317224283,7892,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1
66374.307040191,12021,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1
65281.4812369002,15600,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1
63913.117247728,18200,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1
60567.5490933118,23193,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1
57154.4434368902,29260,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1
55639.087653624,31805,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,0,1
52001.9943785519,42691,Cadillac,XLR-V8,Hardtop Conv 2D,Convertible,8,4.6,2,1,1,1
12146.188030901,10011,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,0,0,1
12163.8204246793,12101,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,0,0,1
11472.0227614221,19699,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,0,0,1
11017.1687101034,20100,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,0,1,0
11096.8572677413,20334,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,1,0,0
10386.0402183223,22225,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,0,0,0
11137.0456549156,22484,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,0,1,1
11045.1088444444,24568,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,1,0,1
10777.0525369432,27906,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,0,0,0
9928.18817461995,29680,Chevrolet,AVEO,LS Hatchback 4D,Hatchback,4,1.6,4,0,0,1
12649.1108932523,3629,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,0,1,0
12314.5912168875,4142,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,0,1,0
11318.0080892492,11156,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,0,1,1
12409.9490936339,11981,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,1,1,1
11555.2674020388,13404,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,1,1,0
11700.1114861059,15253,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,1,0,0
11215.0186466687,19945,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,0,0,0
10144.9520806874,23963,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,1,1,0
10491.0751985073,30948,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,0,1,0
9954.05417351528,37345,Chevrolet,AVEO,LS Sedan 4D,Sedan,4,1.6,4,0,1,1
11031.1299312763,20156,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,0,1,1
11343.0540104663,20186,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,1,1,1
11391.2137175199,21421,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,0,1,1
11247.8625348134,21427,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,1,1,1
10921.9453718505,23119,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,0,1,1
11179.9535714763,23121,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,0,1,1
11394.8864029007,25107,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,0,1,1
11070.0606430562,25476,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,0,1,1
11013.8713677377,25746,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,1,1,1
11115.0136403057,30056,Chevrolet,AVEO,LT Hatchback 4D,Hatchback,4,1.6,4,1,1,1
11918.4560683637,7278,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,0,0,0
12408.8061477178,10213,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,0,0,1
11302.9029854314,14627,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,0,1,0
11615.0210175723,19014,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,0,1,1
10805.1300898776,21013,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,1,1,1
11169.9183881598,22380,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,0,1,0
10770.1065537592,25065,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,0,1,0
10872.0139256473,25869,Chevrolet,AVEO,LT Sedan 4D,Sedan,4,1.6,4,0,0,0
